drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
selumetinib,13,5,0,3,0,GSE22206_case_v_control,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control;GSE22206_fibro_case_v_control,,1,0.0016668092617607,0.0703019644703402,0.1236897015769614,1.0,8.755321037333317e-07,0.000587591483118,0.324,2.778,0.428,1.534,MIMIC,"pvalue_up (mimic-sorted, default)",9,2,GSE134780_HH_v_WT_muscle;GSE22206_fibro_case_v_control,0.12077,0.1883,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,selumetinib,True
digoxin,5,2,0,0,0,,,,0,0.1434618578496405,1.0,0.4091440817981147,1.0,0.0018778121106687,0.0514882311058415,0.169,0.843,0.304,1.206,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HL1002P_v_WT_fat;GSE134781_hetL1002P_v_WT,0.04648,0.0519,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,digoxin,True
saracatinib,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",6,2,GSE22206_case_v_control;GSE22206_fibro_case_v_control,0.16743,0.1892,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,saracatinib,False
ncgc00185684 02,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE22206_case_v_control;GSE22206_fibro_case_v_control,0.14788,0.1772,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ncgc00185684 02,False
azd 8330,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",10,2,GSE134780_HH_v_WT_muscle;GSE22206_fibro_case_v_control,0.14676,0.1757,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,azd 8330,False
hg 6 64 01,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE22206_case_v_control;GSE22206_fibro_case_v_control,0.1423,0.1558,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,hg 6 64 01,False
pp 110,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HL1002P_v_WT_fat;GSE22206_fibro_case_v_control,0.14203,0.1883,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,pp 110,False
plx 4720,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",6,2,GSE134780_HH_v_WT_muscle;GSE22206_fibro_case_v_control,0.13923,0.1757,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,plx 4720,False
canertinib,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",11,2,GSE134780_HL1002P_v_WT_muscle;GSE22206_fibro_case_v_control,0.13728,0.1688,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,canertinib,False
nvp aew541,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE22206_case_v_control;GSE22206_fibro_case_v_control,0.13305,0.1486,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,nvp aew541,False
plx 4032,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE134780_HL1002P_v_WT_fat;GSE22206_fibro_case_v_control,0.11787,0.1622,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,plx 4032,False
cgp 71683,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE22206_LCL_case_v_control;GSE22206_case_v_control,0.1094,0.1422,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,cgp 71683,False
wz 4 145,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134781_hetX753_v_WT;GSE22206_fibro_case_v_control,0.10675,0.1753,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,wz 4 145,False
jw 7 24 1,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE22206_LCL_case_v_control;GSE22206_case_v_control,0.10343,0.1175,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,jw 7 24 1,False
imd 0354,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",26,2,GSE22206_LCL_case_v_control;GSE22206_case_v_control,0.10137,0.1709,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,imd 0354,False
pimozide,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134781_hetX753_v_WT;GSE22206_case_v_control,0.09716,0.1509,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,pimozide,False
vemurafenib,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134780_HL1002P_v_WT_muscle;GSE22206_fibro_case_v_control,0.0958,0.1623,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,vemurafenib,False
chr 2797,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",7,2,GSE22206_LCL_case_v_control;GSE22206_case_v_control,0.0955,0.1392,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,chr 2797,False
nutlin 3,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134781_hetX753_v_WT;GSE22206_case_v_control,0.0818,0.1329,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,nutlin 3,False
gdc 0980,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134780_HL1002P_v_WT_fat;GSE22206_case_v_control,0.076,0.1175,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,gdc 0980,False
pk 11195,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE134780_HH_v_WT_muscle;GSE22206_LCL_case_v_control,0.0639,0.0822,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,pk 11195,False
ldn 193189,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HH_v_WT_muscle;GSE22206_LCL_case_v_control,0.061,0.089,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ldn 193189,False
jak3 inhibitor vi,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",9,2,GSE134781_hetL1002P_v_WT;GSE134781_hetX753_v_WT,0.06044,0.0779,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,jak3 inhibitor vi,False
bx 795,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",7,2,GSE134781_hetL1002P_v_WT;GSE134781_hetX753_v_WT,0.06001,0.0649,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,bx 795,False
ql xii 47,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control,0.05828,0.0753,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ql xii 47,False
torin 1,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HL1002P_v_WT_fat;GSE134781_hetL1002P_v_WT,0.0573,0.0649,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,torin 1,False
mln2238,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134781_hetX753_v_WT;GSE22206_LCL_case_v_control,0.05675,0.0701,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,mln2238,False
dovitinib,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control,0.0564,0.0753,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,dovitinib,False
dorsomorphin,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134781_hetL1002P_v_WT;GSE134781_hetX753_v_WT,0.05525,0.0649,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,dorsomorphin,False
azd8055,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HL1002P_v_WT_fat;GSE22206_case_v_control,0.0523,0.1146,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,azd8055,False
bms 754807,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",6,2,GSE134780_HH_v_WT_fat;GSE134781_hetL1002P_v_WT,0.05225,0.0634,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,bms 754807,False
wye 125132,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134780_HL1002P_v_WT_fat;GSE134781_hetL1002P_v_WT,0.05162,0.0649,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,wye 125132,False
camptothecin,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134781_hetL1002P_v_WT;GSE134781_hetX753_v_WT,0.05152,0.0649,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,camptothecin,False
quinacrine,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134781_hetX753_v_WT;GSE22206_LCL_case_v_control,0.05015,0.0685,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,quinacrine,False
"l 690,488",0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134781_hetL1002P_v_WT;GSE134781_hetX753_v_WT,0.04848,0.0519,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,"l 690,488",False
nvp bez235,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.04556,0.0563,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,nvp bez235,False
gsk 2126458,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",8,2,GSE134780_HL1002P_v_WT_fat;GSE134781_hetL1002P_v_WT,0.0445,0.0649,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,gsk 2126458,False
ym 155,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",7,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.04401,0.0634,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ym 155,False
ncgc00183690 01,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.04395,0.0563,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ncgc00183690 01,False
digoxigenin,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.04193,0.0493,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,digoxigenin,False
ly 2183240,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.04153,0.0563,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ly 2183240,False
emetine,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HL1002P_v_WT_fat;GSE134780_HL1002P_v_WT_muscle,0.04073,0.0496,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,emetine,False
norethynodrel,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",6,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.03948,0.0493,False,1,2,UNKNOWN,,,,,False,none,broad_cancer_kinase,REJECT,not_matched_to_candidate_or_axis; broad_cancer_kinase_not_MVA_axis,norethynodrel,False
b675700.cdx,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",3,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.03887,0.0474,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,b675700.cdx,False
h7270,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",6,2,GSE134780_HH_v_WT_muscle;GSE134780_HL1002P_v_WT_muscle,0.03875,0.0567,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,h7270,False
anisomycin,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.03825,0.0427,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,anisomycin,False
curcumin,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134780_HL1002P_v_WT_fat;GSE134780_HL1002P_v_WT_muscle,0.03802,0.0496,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,curcumin,False
ca 074 me,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HH_v_WT_muscle;GSE134780_HL1002P_v_WT_muscle,0.03738,0.0496,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ca 074 me,False
chaetocin,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134780_HH_v_WT_muscle;GSE134781_hetX753_v_WT,0.03514,0.0446,False,1,2,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism,chaetocin,False
s1130,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",2,2,GSE134780_HH_v_WT_fat;GSE134780_HL1002P_v_WT_fat,0.0332,0.0375,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,s1130,False
ct 200783,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",4,2,GSE134780_HH_v_WT_fat;GSE134780_HH_v_WT_muscle,0.03238,0.0375,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,ct 200783,False
hdac6 inhibitor isox,0,0,0,0,0,,,,0,,,,,,,,,,,NO_LINCS_HIT,"pvalue_up (mimic-sorted, default)",5,2,GSE134780_HH_v_WT_muscle;GSE134780_HL1002P_v_WT_fat,0.029,0.0368,False,1,2,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis,hdac6 inhibitor isox,False
pralatrexate,1,1,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,2.2679615758299833e-09,6.397069119825446e-07,1.1361220757541696e-19,6.409148659848209e-17,0.9999999999992346,1.0,8.644,8.644,12.146,12.146,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,pralatrexate,True
fluphenazine,6,4,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,1.179822774446507e-07,1.7748467270256952e-05,6.61283232704051e-17,3.315968032437092e-14,0.0037616841729381,0.1686728570067411,1.276,6.928,1.479,6.48,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,fluphenazine,True
trifluoperazine,9,3,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,1.0038560011722014e-06,0.0001258445037025,7.250780195911937e-08,7.1136458748153405e-06,0.0019028144527519,0.1458559416948038,0.705,5.998,0.978,3.125,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,trifluoperazine,True
thioridazine,3,2,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,1.3475342178871384e-06,0.0001559338955211,5.364166744304782e-09,6.724579032513189e-07,0.0076991988014934,0.2582734817212113,2.104,5.87,1.607,3.287,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,thioridazine,True
vandetanib,7,4,1,1,1,GSE22206_case_v_control,GSE22206_LCL_case_v_control,GSE22206_case_v_control,1,1.555123220742064e-05,0.0013761315872958,0.0001981713615483,0.0098279929084338,0.0001152245398997,0.0234766027858309,0.687,4.808,0.424,2.381,MIXED,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total; mixed_l2s2_directionality_reverse_and_mimic,vandetanib,True
kpt 330,2,2,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,4.068512423655676e-05,0.003060199427993,6.641031166866512e-09,7.88709833054436e-07,0.999999999999694,1.0,2.195,4.391,4.207,8.413,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,kpt 330,True
tioguanine,1,1,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,4.442076278451844e-05,0.0032864082368283,1.1884617280857939e-07,1.0945975058879976e-05,0.9999999999996888,1.0,4.352,4.352,6.592,6.592,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,tioguanine,True
sertraline,1,1,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,5.176570746661135e-05,0.0036733939594722,0.0001537678773995,0.0077972407944302,0.9999999999996488,1.0,4.286,4.286,3.417,3.417,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,sertraline,True
ponatinib,4,3,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,6.356654616319385e-05,0.0043466033762802,0.0004370075263087,0.0184319155722562,0.0153756688758206,0.3985000417927636,1.049,4.197,0.69,2.617,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,ponatinib,True
mek 162,1,1,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,9.407462409850574e-05,0.0063366981874112,1.1823667794823414e-06,9.70185686509783e-05,0.9999999999994182,1.0,4.027,4.027,5.87,5.87,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,broad_cancer_kinase,REJECT,not_matched_to_candidate_or_axis; broad_cancer_kinase_not_MVA_axis; only_1_signature_total,mek 162,True
artesunate,1,1,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,0.0001063338952898,0.0067589418231424,6.125284892757444e-08,6.282593345685079e-06,0.9999945094853132,1.0,3.973,3.973,5.514,5.514,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,artesunate,True
gemcitabine,4,2,1,0,0,GSE22206_case_v_control,,,1,0.000110987055026,0.0069567302685091,0.0131391241568373,0.3729362724516166,0.015343980527751,0.2620267381293468,0.989,3.955,0.618,2.144,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,gemcitabine,True
epirubicin,5,3,1,1,0,GSE22206_case_v_control,GSE22206_fibro_case_v_control,,1,0.0004576688933102,0.0225987288380752,0.069611563306882,1.0,0.0009262346650333,0.0304496875052413,0.668,3.339,0.394,1.761,MIXED,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total; mixed_l2s2_directionality_reverse_and_mimic,epirubicin,True
fulvestrant,11,6,1,2,1,GSE22206_case_v_control,GSE134780_HH_v_WT_fat;GSE22206_case_v_control,GSE22206_case_v_control,1,0.0005943486554272,0.0288418869026158,2.937188733527865e-06,0.0002285436681795,1.422847197551964e-05,0.0022183459159157,0.298,3.226,0.503,2.571,MIXED,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total; mixed_l2s2_directionality_reverse_and_mimic,fulvestrant,True
doxorubicin,10,5,1,1,1,GSE22206_case_v_control,GSE22206_LCL_case_v_control,GSE22206_case_v_control,1,0.000679769266234,0.0319562364428556,7.163634781343512e-06,0.0004973766733569,0.0002322027317591,0.0410080326046867,0.347,3.168,0.473,2.754,MIXED,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; only_1_signature_total; mixed_l2s2_directionality_reverse_and_mimic,doxorubicin,True
thioguanine,1,1,1,0,1,GSE22206_case_v_control,,GSE22206_case_v_control,1,0.0007321459875492,0.0340636581629862,1.9137047155847096e-07,1.6608748810449605e-05,0.9999550077880428,1.0,3.135,3.135,6.327,6.327,REVERSE,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,thioguanine,True
cabozantinib,9,4,1,2,0,GSE22206_case_v_control,GSE134780_HH_v_WT_fat;GSE22206_LCL_case_v_control,,1,0.0008748029914369,0.0398646067158354,0.0384069130361112,1.0,0.0001157514195397,0.0227745180998388,0.361,3.058,0.84,2.666,MIXED,"pvalue_up (mimic-sorted, default)",0,0,,,,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total; mixed_l2s2_directionality_reverse_and_mimic,cabozantinib,True
palbociclib,6,4,0,0,0,GSE134780_HH_v_WT_fat,,,1,0.0011140441307849,1.0,0.0007962699942987,0.2521659999477757,0.0077041378217929,0.2954509069526003,0.542,2.953,0.624,2.556,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",1,1,GSE134780_HH_v_WT_muscle,0.0241,0.0241,False,1,1,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; only_1_signature_total,palbociclib,True
gefitinib,15,6,0,2,0,GSE22206_case_v_control,GSE22206_LCL_case_v_control;GSE22206_case_v_control,,1,0.0172493203441304,0.4277262786431908,0.2079000860839823,1.0,2.8962402925800216e-05,0.0110734939910062,0.121,1.763,0.278,1.428,MIMIC,"pvalue_up (mimic-sorted, default)",12,1,GSE22206_fibro_case_v_control,0.16254,0.1948,False,1,1,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; only_1_signature_total,gefitinib,True
